Galaxy_ID,R_d_kpc,Area_kpc2,Log_Area,Chi_Baryon,Alpha_GVS
CamB,1.21,18.398423216483263,1.2647806046549963,1.0087875185852095,12.962633040102956
D512-2,2.37,70.58404710379403,1.848706556042304,0.544565515555361,0.9497736598069358
D564-8,0.72,6.5144065264837945,0.8138748568846331,0.2594269197493949,26.096962010445313
D631-7,1.22,18.703786022412192,1.2719295253715928,0.3522991531410797,13.101898549152365
DDO064,1.2,18.09557368467721,1.257572356117346,0.4969118066701141,0.3819247830446544
DDO154,0.65,5.3092915845667505,0.7250365773078074,0.13522031295241815,3.845208192230474
DDO161,2.04,52.29620794871713,1.7184701988738937,0.2812858565621492,4.373741216982434
DDO168,1.29,20.9116973393551,1.3203892846205942,0.312144479931525,14.70818074094177
DDO170,3.03,115.37059197337013,2.0620951210267062,0.5151380131091731,1.4258267246817293
ESO079-G014,7.23,656.8806344873357,2.817486458611158,0.568146677951781,0.5713662204371467
ESO116-G012,2.75,95.03317777109125,1.9778752516826215,0.4882011290693782,5.2817618116657
ESO444-G084,0.75,7.0685834705770345,0.8493323908054963,0.38842270075470003,25.992542634870397
ESO563-G021,10.59,1409.294588296214,3.149001784237066,0.5289808327531236,1.410720935349875
F561-1,5.39,365.07945572542405,2.5623873943955737,0.6207660241098331,0.0
F563-1,4.61,267.0617649334226,2.4266117148013926,0.3071952065275177,1.5573274444306684
F563-V1,5.01,315.4171590574766,2.4988853157565876,0.5001690775287823,0.0
F563-V2,4.49,253.3392882225424,2.4037025460287427,0.5650285778852965,0.5304945700249881
F565-V2,3.57,160.15713684294622,2.2045462962464826,0.6242917337777616,1.4777640206537925
F567-2,5.43,370.5181809273187,2.56880952319979,0.33073145072897336,0.22301395697708132
F568-1,7.0,615.7521601035994,2.78940594405061,0.6246470906660087,0.6648342728388638
F568-3,7.47,701.2147900147947,2.8458510676528936,0.5609210492249498,1.1385614898721537
F568-V1,4.4,243.28493509399362,2.386115216994471,0.3921012795319745,0.9074911607518402
F571-8,1.4,24.630086404143974,1.391465935378572,0.28732983745996854,33.63905075331632
F571-V1,4.38,241.0782804141121,2.3821580850302952,0.5531394444426082,3.1586537918916897
F574-1,5.87,432.99817562191265,2.636486066517325,0.3706925209413921,0.48398026086523016
F574-2,6.48,527.6669286451875,2.7223598757632828,0.5915862006842606,0.16569278167885487
F579-V1,5.76,416.92201769496285,2.6200548308685203,0.5090989687294901,0.168907800565094
F583-1,3.74,175.7733656054104,2.2449530684230568,0.4478725991609628,0.881417294018477
F583-4,3.31,137.67841308798054,2.138865851573534,0.4368086882652167,0.8557632547654856
IC2574,3.18,127.0761662006457,2.1040641039909618,0.4020544513173068,0.599720501542102
IC4202,8.55,918.6331078361915,2.9631420934784414,0.6993540336539548,0.08244960972316902
KK98-251,1.28,20.588741614566068,1.3136298033178329,0.6246835163291152,1.1917466262447913
NGC0024,2.01,50.76939391907248,1.7056019788630739,0.45370914150500585,4.307161906086211
NGC0055,3.67,169.25518916774226,2.228541992526275,0.4889583806191401,1.7430419571518243
NGC0100,2.81,99.22531900804147,1.996622503832256,0.25445937504506616,3.2076930213883106
NGC0247,5.87,432.99817562191265,2.636486066517325,0.6422890129602035,0.1614929493398273
NGC0289,2.69,90.9315144025644,1.958714424026912,0.22134233083546162,1.8042858054501392
NGC0300,1.77,39.36918249772585,1.5951563967457094,0.26663026248047084,5.840088699981984
NGC0801,7.76,756.7166791072349,2.8789333065384732,0.3826614409815348,0.6316217608290372
NGC0891,3.68,170.17881740789767,2.2309055013691315,0.8892341947233339,3.2716212051596427
NGC1003,2.76,95.72558479194241,1.9810280281525314,0.20127276084821086,5.6110519041452855
NGC1090,6.36,508.3046648025828,2.706124095318924,0.4588796276608409,0.8755493680734207
NGC1705,0.49,3.017185584507637,0.4796020240791235,0.3167034692311849,19.00203835819967
NGC2366,1.08,14.65741468458854,1.1660573749959957,0.20939502617901495,0.45017935674789394
NGC2403,2.16,58.62965873835416,1.768117366323958,0.311479169477931,3.826215327729878
NGC2683,3.34,140.18540402554518,2.1467027976452253,0.5676393639444386,3.8715023025010913
NGC2841,5.51,381.5162684890059,2.581513061725666,0.8461414321578834,3.483319508970704
NGC2903,4.54,259.0130045549255,2.413321569736304,1.0815460604185623,5.5079111501939275
NGC2915,0.53,3.529893505573492,0.5477616032236743,0.155024057490246,10.53917791961591
NGC2955,7.22,655.0647939335606,2.8162842591613746,0.6930549760557124,0.2774937677888891
NGC2976,1.31,21.56514861130178,1.3337524553336249,0.6559732319311367,0.1748479394618198
NGC2998,7.06,626.3531503538728,2.796819266125704,0.3822443950177109,0.544922785580969
NGC3109,1.64,33.79851040438042,1.528897560117492,0.24598637190954506,5.559713022179896
NGC3198,5.84,428.5836096250881,2.632035558246895,0.4149326845366752,1.0229223795120272
NGC3521,2.45,75.42963961269095,1.8775420327511612,0.47685403985240143,1.8064133717967719
NGC3726,7.52,710.6332847902569,2.851645545205381,0.6902017313056832,1.7212644909911425
NGC3741,0.32,1.2867963509103792,0.10950982066190817,0.05922151255024417,4.8997034253274805
NGC3769,2.18,59.72041970768054,1.7761228512313059,0.29645077549737936,3.7096698759470144
NGC3877,4.39,242.18035111699137,2.384138904506339,0.5663974248885884,0.0
NGC3893,2.43,74.20316184072948,1.8704224112187207,0.3533363039246978,2.9683952166693377
NGC3917,5.56,388.47175462405363,2.589359447186211,0.6278988786069846,0.404309515663612
NGC3949,2.39,71.78036558628104,1.8560056659183717,0.4851728665144469,1.439904588996503
NGC3953,6.17,478.3879062809779,2.6797801920885798,0.5973380827624846,0.09082949935640325
NGC3972,3.73,174.83465772051773,2.2426275276394714,0.6189259074026819,0.5808942052870015
NGC3992,9.99,1254.1250439501068,3.098340840474061,0.52370047091101,0.8890773366830041
NGC4010,6.63,552.3786964583247,2.7422369208316426,0.7518542455709051,1.2180937237960034
NGC4013,4.11,212.2723890548166,2.3268935077742348,0.6700755567260727,3.7249630483865777
NGC4051,6.87,593.0937372488485,2.7731233381411973,0.6231548787710656,0.0
NGC4068,1.11,15.483025233951938,1.1898558215954111,0.51967723788378,1.3103846346414034
NGC4085,2.0,50.26548245743669,1.7012698553500587,0.4628613196054221,2.8720058741804135
NGC4088,6.1,467.59465056030473,2.66986953404363,0.7879897991063033,1.6221751367703219
NGC4100,4.93,305.4243811449382,2.484903702576556,0.7422005518914144,1.1317596437285453
NGC4138,1.91,45.8433766382437,1.6612765985175513,0.6203856160863643,3.0747727488593806
NGC4157,4.44,247.728403743231,2.393975804251336,0.5413661484923403,1.3101416009636861
NGC4183,4.47,251.08739460844916,2.399824910285969,0.46248486672862865,0.3513812838315225
NGC4214,0.7,6.157521601035993,0.7894059440506098,0.2564365641767826,14.837470061154189
NGC4217,5.28,350.3303065353508,2.544477709089721,2.0658624944151884,0.0
NGC4389,4.05,206.1198940020263,2.314119910451433,1.0042377096760426,6.96369745766086
NGC4559,3.82,183.3735065529748,2.2633365898455136,0.35953488872393324,2.2691802675351136
NGC5005,3.97,198.0573106158535,2.2967908775483266,0.8991175318312332,0.6054917805089858
NGC5033,2.94,108.61868104227493,2.0359045248464107,0.7920005128543436,3.0781603908792006
NGC5055,4.18,219.56465392232917,2.3415624275721667,0.4169072846495513,1.9966532073241081
NGC5371,9.8,1206.8742338030552,3.081662015407086,0.5626307445974841,0.15122508588743439
NGC5585,2.27,64.75325113873137,1.8112615784083417,0.2858526218695625,5.543437821116545
NGC5907,7.88,780.3012434762642,2.892262299001207,0.4337774742435873,0.5681748991766543
NGC5985,10.71,1441.4142315865163,3.1587888056858078,0.5848683450844377,1.7442993834522142
NGC6015,3.92,193.09987740848877,2.2857819980630105,0.4319496965310809,0.6322173533619927
NGC6195,9.52,1138.8951953276176,3.056483760791045,0.7342289787602565,0.054698378165996764
NGC6503,1.62,32.979183040324216,1.5182398931073582,0.4423960683306087,6.438411427840453
NGC6674,7.75,754.7676350249478,2.877813269034717,0.4439588836978147,2.700739431310911
NGC6789,0.52,3.397946614122721,0.5312165512916946,0.6148240323880928,50.0
NGC6946,4.2,221.6707776372958,2.3457084448178973,1.3139923334312933,2.004635906179405
NGC7331,3.99,200.0578768176595,2.3011556553955925,0.5322148526396888,3.050399977229943
NGC7793,2.19,60.269570103528025,1.780098093702333,0.572589537330325,2.0517199678519598
NGC7814,2.08,54.36714582596353,1.7353365339476194,1.4996387714731885,1.5901257905887234
PGC51017,1.28,20.588741614566068,1.3136298033178329,0.30543882693553565,0.0
UGC00128,9.63,1165.3662550267654,3.066462438271165,0.4322952913936396,0.8378444782109972
UGC00191,2.5,78.53981633974483,1.8950898813661714,0.3710676834455599,0.6209747675159999
UGC00634,4.26,228.04946736114448,2.358029062227534,0.32688620734957324,4.521570213337698
UGC00731,1.4,24.630086404143974,1.391465935378572,0.17548869111254112,1.2930914323811245
UGC00891,1.76,38.92558961503897,1.5902351996503958,0.38210915520704014,11.059166401018961
UGC01230,6.45,522.7924334838775,2.7183292932926317,0.35207598124986533,0.4946531108266559
UGC01281,2.01,50.76939391907248,1.7056019788630739,0.4815557846194136,2.8657779856744194
UGC02023,2.73,93.65590355175748,1.9715351581036082,0.5160250227078956,11.538388009707077
UGC02259,2.4,72.38229473870884,1.8596323474453083,0.5005673334010307,0.373751405630391
UGC02455,1.49,27.8985994009388,1.4455824008466442,0.39110897592123794,3.762643500396617
UGC02487,9.63,1165.3662550267654,3.066462438271165,0.6343670309804877,3.232643551501319
UGC02885,12.2,1870.378602241219,3.2719295253715925,0.8333329863338249,1.8490765450109152
UGC02916,2.8,98.5203456165759,1.9935259267065346,0.5616828051411783,0.0
UGC02953,5.03,317.94048627684003,2.5023458341339513,0.6594850905009869,3.8294904662922495
UGC03205,5.35,359.68094290949534,2.555917428064553,0.5980456169393511,2.7225029369894345
UGC03546,2.58,83.6467893574204,1.9224492759485565,1.7141795831180078,2.0064781436367425
UGC03580,1.84,42.54470435197442,1.6288455100411692,0.4276078150153281,3.95168589387575
UGC04278,2.46,76.04664840985596,1.8810800782288544,0.5669663408298057,4.829820851173388
UGC04305,1.23,19.01166210246399,1.279020086900892,0.2551380430018759,0.0
UGC04325,2.79,97.81788549923324,1.9904182705692914,0.6564490317226747,0.2657644438901265
UGC04483,0.26,0.8494866535306802,-0.07084344003626776,0.2203616746016726,0.4899546864639554
UGC04499,2.69,90.9315144025644,1.958714424026912,0.4441110211038329,0.8591239116136955
UGC05005,5.02,316.67756603009684,2.5006172983121346,0.35144499305741567,1.1972551930086215
UGC05253,4.28,230.19580346207707,2.36209740204844,0.7426402522342933,0.28119822240998754
UGC05414,2.33,68.22156942829452,1.8339217060741342,0.463846053009379,4.30918785094441
UGC05716,1.84,42.54470435197442,1.6288455100411692,0.2437963271143675,1.4882432150426177
UGC05721,0.6,4.523893421169302,0.6555123647893835,0.16637207019653114,4.000110404509924
UGC05750,8.8,973.1397403759745,2.9881752083224336,1.1236721420667226,0.5207575937710577
UGC05764,1.2,18.09557368467721,1.257572356117346,0.5312033646905301,1.6209862499204666
UGC05829,2.91,106.41328299945492,2.026995841993911,0.5772110423488251,0.6473915821590079
UGC05918,2.63,86.92032890246095,1.9391213610016118,0.4647038346597965,1.1113019904132386
UGC05986,3.12,122.32607810841795,2.087519052058982,0.38645174789345843,2.482656053036527
UGC05999,4.83,293.1596034253237,2.4671041255251205,0.7088446020863701,2.1163039776128225
UGC06399,3.45,149.57122623741006,2.1748480541686446,0.5924877298584249,0.9433514592846821
UGC06446,2.06,53.326650339094584,1.726944304760403,0.3057792861834044,0.6205489018527282
UGC06614,3.68,170.17881740789767,2.2309055013691315,0.5858745694954287,0.2891583148134508
UGC06628,4.14,215.38256578187045,2.333210546263894,0.5175105596498847,0.0
UGC06667,3.5,153.93804002589985,2.1873459527226475,0.419676928924069,1.4000140397199503
UGC06786,3.42,146.98129725379061,2.1672620761343664,0.7984980526625014,3.5026736268411343
UGC06787,2.88,104.23050442374071,2.017994839540558,1.2629806982511058,1.21775685353058
UGC06818,2.12,56.47829608917587,1.751881585879599,0.23690020372210716,4.1523905784307305
UGC06917,4.52,256.73597819960355,2.40948673364486,0.5455696819136912,1.1882945078739058
UGC06923,1.66,34.62789086492813,1.5394260401022064,0.35146717718856013,1.7637829652674621
UGC06930,4.38,241.0782804141121,2.3821580850302952,0.4258323928363591,0.42384831788217675
UGC06973,1.61,32.57328926948041,1.5128616160857957,0.9322814542091457,3.320732440238319
UGC06983,3.95,196.066797510539,2.292404055275017,0.3751750497576142,1.3893692493225394
UGC07089,3.9,191.134497044403,2.2813390780750944,0.470870506667528,0.6537155750228959
UGC07125,3.92,193.09987740848877,2.2857819980630105,0.24088069196788817,0.7111408064427165
UGC07151,2.17,59.173782585955905,1.7721293317191553,0.500414794114681,0.42592168431398847
UGC07232,0.46,2.659044021998401,0.4247255273852444,0.4165456911386814,2.461739990125651
UGC07261,2.66,88.91461191895976,1.9489731372842303,0.3396580925824019,0.4820873035955502
UGC07323,3.26,133.55036034116353,2.125645064157974,0.6731649619746284,1.9738154909789585
UGC07399,1.27,20.268299163899908,1.3068173059340098,0.21588364679011077,2.8103438215563603
UGC07524,3.61,163.76619848339016,2.214224267833412,0.4518176962370183,0.2611787818154781
UGC07559,0.98,12.068742338030548,1.081662015407086,0.3184195826717934,1.5566557214732906
UGC07577,0.77,7.450601137253553,0.8721913143670599,0.35101588503468856,6.573889717498175
UGC07603,0.85,9.0792027688745,0.9580477154506817,0.28238008569420053,18.29692652819565
UGC07608,1.6,32.169908772759484,1.5074498293339458,0.314868109637841,1.4789765747454098
UGC07690,0.86,9.294087706380044,0.9682067665092317,0.2808790081415191,0.7043358857261285
UGC07866,0.95,11.341149479459153,1.0546570745997919,0.34230951750486355,0.8992396314484064
UGC08286,2.25,63.61725123519331,1.8035749002448211,0.4411204357071355,0.716955479221712
UGC08490,1.14,16.33125525042118,1.2130195666950414,0.23053699797382768,7.492543024328969
UGC08550,1.01,12.818954663707792,1.1078526115873815,0.2701946577220812,6.778804443342664
UGC08699,1.91,45.8433766382437,1.6612765985175513,0.9574931691254268,1.6054909276558487
UGC08837,2.25,63.61725123519331,1.8035749002448211,0.6652729318195386,5.423632205540571
UGC09037,5.69,406.850071647554,2.6094343968122384,0.2999973911135814,1.406945103858677
UGC09133,5.92,440.4060510990773,2.6438532774679357,0.8296861430316138,1.6342065288592724
UGC09992,1.62,32.979183040324216,1.5182398931073582,0.3579498094976857,0.05854468317301684
UGC10310,3.12,122.32607810841795,2.087519052058982,0.492194988108866,0.28510309498100594
UGC11455,10.06,1271.7619451073601,3.1044058254619133,0.6152126398388716,1.588655047960151
UGC11557,4.18,219.56465392232917,2.3415624275721667,0.5165160654066906,0.9517430168185326
UGC11820,2.74,94.34328402436293,1.974710989662872,0.307546082517151,1.2396492054262516
UGC11914,3.12,122.32607810841795,2.087519052058982,0.7286770581104335,1.2388620220861433
UGC12506,12.36,1919.759412207405,3.28324680552769,0.44436874020624145,0.3353944502100246
UGC12632,3.94,195.07531086906604,2.2902023076732445,0.41449882681668104,0.4133974312731114
UGC12732,3.12,122.32607810841795,2.087519052058982,0.2726479730204444,0.7871472772310203
UGCA281,1.57,30.974846927333925,1.4910091688405638,0.49593899257145313,9.680109194148843
UGCA442,1.71,36.745324313447654,1.5652020848064039,0.5679203751572027,12.630533613291878
UGCA444,0.41,2.1124069002737764,0.3247775774615671,0.26255490231119666,1.0553642449696357
